city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
iq,2015,1,28.9,8.4,61.0,300.05,0.285,0.464,0.415,0.108,26
iq,2015,2,31.86,8.69,70.72,303.01,0.5,0.147,0.182,0.518,29
iq,2015,3,24.85,7.79,72.11,296.0,0.33,0.604,0.551,0.333,13
iq,2015,4,28.2,9.25,56.01,299.35,0.108,0.588,0.363,0.76,35
iq,2015,5,27.03,9.24,24.41,298.18,0.338,0.434,0.307,0.46,20
iq,2015,6,26.16,8.87,30.46,297.31,0.541,0.338,0.311,0.505,31
iq,2015,7,34.13,7.94,22.45,305.28,0.159,0.137,0.277,0.152,17
iq,2015,8,26.31,7.7,52.66,297.46,0.439,0.314,0.462,0.367,21
iq,2015,9,23.06,8.16,66.28,294.21,0.355,0.683,0.418,0.604,18
iq,2015,10,23.48,8.69,31.28,294.63,0.783,0.28,0.419,0.121,18
iq,2015,11,30.03,6.07,40.46,301.18,0.673,0.483,0.129,0.321,25
iq,2015,12,27.78,8.1,32.19,298.93,0.254,0.241,0.746,0.697,25
iq,2015,13,24.42,9.35,0.0,295.57,0.277,0.454,0.121,0.192,23
iq,2015,14,26.93,8.48,51.79,298.08,0.359,0.619,0.649,0.634,10
iq,2015,15,23.37,8.66,32.29,294.52,0.332,0.628,0.331,0.197,11
iq,2015,16,26.82,7.94,50.96,297.97,0.403,0.15,0.442,0.592,16
iq,2015,17,29.26,8.04,30.33,300.41,0.756,0.365,0.503,0.654,22
iq,2015,18,29.56,7.04,31.71,300.71,0.201,0.668,0.256,0.602,18
iq,2015,19,26.13,8.69,0.0,297.28,0.328,0.433,0.522,0.79,32
iq,2015,20,25.75,8.99,54.95,296.9,0.375,0.773,0.391,0.521,25
iq,2015,21,26.42,8.07,56.27,297.57,0.465,0.288,0.644,0.487,19
iq,2015,22,22.19,9.15,87.35,293.34,0.383,0.239,0.773,0.458,23
iq,2015,23,24.23,9.56,17.71,295.38,0.386,0.481,0.48,0.448,14
iq,2015,24,25.96,6.88,38.85,297.11,0.753,0.523,0.562,0.381,21
iq,2015,25,26.74,8.73,27.44,297.89,0.772,0.674,0.698,0.221,29
iq,2015,26,23.2,7.0,53.76,294.35,0.122,0.153,0.292,0.24,19
iq,2015,27,28.1,7.37,37.65,299.25,0.401,0.386,0.18,0.573,22
iq,2015,28,29.17,8.97,54.38,300.32,0.762,0.41,0.52,0.433,34
iq,2015,29,31.95,8.01,47.73,303.1,0.736,0.759,0.145,0.382,31
iq,2015,30,28.62,8.08,43.66,299.77,0.472,0.286,0.73,0.749,19
iq,2015,31,28.71,7.77,68.73,299.86,0.433,0.186,0.75,0.418,21
iq,2015,32,23.68,9.37,79.34,294.83,0.334,0.587,0.589,0.593,25
iq,2015,33,28.59,7.98,0.0,299.74,0.24,0.315,0.13,0.543,18
iq,2015,34,23.53,6.94,25.69,294.68,0.27,0.218,0.642,0.191,25
iq,2015,35,27.37,4.96,60.43,298.52,0.668,0.131,0.308,0.296,28
iq,2015,36,24.65,7.24,44.48,295.8,0.565,0.367,0.604,0.335,12
iq,2015,37,27.07,6.19,52.71,298.22,0.605,0.162,0.692,0.613,21
iq,2015,38,29.53,8.41,12.49,300.68,0.458,0.484,0.477,0.496,20
iq,2015,39,26.73,8.3,39.27,297.88,0.693,0.454,0.624,0.197,14
iq,2015,40,28.55,7.09,30.97,299.7,0.285,0.345,0.596,0.357,17
iq,2015,41,23.25,8.13,29.94,294.4,0.554,0.608,0.247,0.719,27
iq,2015,42,22.42,9.94,24.81,293.57,0.336,0.667,0.587,0.636,26
iq,2015,43,31.18,7.53,14.28,302.33,0.543,0.783,0.317,0.423,20
iq,2015,44,27.41,9.97,49.29,298.56,0.141,0.799,0.627,0.705,28
iq,2015,45,28.79,8.4,33.75,299.94,0.713,0.241,0.155,0.652,19
iq,2015,46,25.05,8.31,48.78,296.2,0.464,0.681,0.393,0.236,27
iq,2015,47,26.13,6.16,67.77,297.28,0.654,0.507,0.647,0.234,23
iq,2015,48,25.67,7.82,24.56,296.82,0.713,0.309,0.108,0.31,30
iq,2015,49,20.37,9.18,61.04,291.52,0.739,0.286,0.423,0.484,23
iq,2015,50,28.35,7.09,39.6,299.5,0.442,0.116,0.581,0.306,21
iq,2015,51,20.62,8.54,33.47,291.77,0.263,0.474,0.239,0.456,15
iq,2015,52,27.38,7.08,30.98,298.53,0.427,0.15,0.519,0.285,23
iq,2016,1,31.29,10.79,41.82,302.44,0.508,0.381,0.764,0.644,31
iq,2016,2,28.33,7.52,64.74,299.48,0.676,0.232,0.591,0.303,22
iq,2016,3,22.83,6.95,21.81,293.98,0.101,0.601,0.22,0.173,23
iq,2016,4,24.15,6.65,27.89,295.3,0.779,0.601,0.326,0.323,20
iq,2016,5,32.33,7.14,33.54,303.48,0.702,0.279,0.366,0.71,21
iq,2016,6,22.29,9.27,38.09,293.44,0.669,0.768,0.748,0.736,31
iq,2016,7,19.26,8.2,78.37,290.41,0.719,0.245,0.743,0.671,21
iq,2016,8,24.32,7.69,33.24,295.47,0.53,0.663,0.729,0.537,18
iq,2016,9,25.21,7.23,27.95,296.36,0.344,0.225,0.553,0.425,21
iq,2016,10,17.68,7.82,74.51,288.83,0.49,0.75,0.365,0.425,22
iq,2016,11,26.62,7.22,23.99,297.77,0.481,0.473,0.153,0.589,18
iq,2016,12,22.47,8.47,75.66,293.62,0.471,0.377,0.326,0.527,22
iq,2016,13,26.53,8.45,38.54,297.68,0.724,0.166,0.792,0.764,19
iq,2016,14,29.05,7.6,10.3,300.2,0.544,0.642,0.124,0.515,11
iq,2016,15,24.41,6.92,31.37,295.56,0.334,0.175,0.202,0.123,10
iq,2016,16,27.83,7.96,55.9,298.98,0.552,0.679,0.175,0.453,30
iq,2016,17,28.22,9.68,46.84,299.37,0.365,0.338,0.535,0.724,35
iq,2016,18,29.94,7.98,22.64,301.09,0.143,0.136,0.366,0.336,22
iq,2016,19,28.92,8.87,47.26,300.07,0.201,0.194,0.761,0.663,16
iq,2016,20,24.92,6.78,63.53,296.07,0.457,0.189,0.617,0.378,19
iq,2016,21,23.8,6.6,0.0,294.95,0.269,0.379,0.113,0.641,18
iq,2016,22,29.57,8.67,39.44,300.72,0.244,0.616,0.59,0.272,31
iq,2016,23,27.19,8.17,23.07,298.34,0.41,0.15,0.373,0.619,25
iq,2016,24,21.28,6.95,59.89,292.43,0.133,0.37,0.211,0.587,22
iq,2016,25,26.92,7.27,22.05,298.07,0.755,0.113,0.406,0.115,18
iq,2016,26,26.71,4.31,23.85,297.86,0.363,0.571,0.648,0.472,16
iq,2016,27,22.06,8.39,23.95,293.21,0.275,0.257,0.464,0.494,18
iq,2016,28,29.31,8.49,7.87,300.46,0.284,0.127,0.314,0.621,24
iq,2016,29,28.9,8.7,77.04,300.05,0.372,0.212,0.379,0.506,24
iq,2016,30,19.79,8.09,31.15,290.94,0.319,0.674,0.488,0.415,20
iq,2016,31,23.01,6.94,62.07,294.16,0.777,0.407,0.375,0.693,20
iq,2016,32,30.56,5.86,55.2,301.71,0.472,0.666,0.647,0.251,18
iq,2016,33,28.68,8.64,19.41,299.83,0.102,0.416,0.347,0.488,20
iq,2016,34,27.0,7.71,23.23,298.15,0.436,0.449,0.251,0.29,18
iq,2016,35,27.6,7.19,35.7,298.75,0.6,0.615,0.197,0.776,29
iq,2016,36,24.5,8.54,35.32,295.65,0.197,0.624,0.429,0.648,21
iq,2016,37,27.86,9.46,60.63,299.01,0.107,0.123,0.696,0.579,18
iq,2016,38,28.68,6.89,26.86,299.83,0.125,0.753,0.342,0.175,26
iq,2016,39,30.73,7.95,25.46,301.88,0.27,0.794,0.238,0.503,19
iq,2016,40,25.26,8.33,65.98,296.41,0.79,0.226,0.636,0.337,27
iq,2016,41,25.1,6.76,36.56,296.25,0.476,0.797,0.379,0.531,28
iq,2016,42,22.14,6.38,47.45,293.29,0.48,0.638,0.162,0.248,21
iq,2016,43,24.79,8.0,42.35,295.94,0.11,0.285,0.46,0.501,14
iq,2016,44,26.63,8.62,54.19,297.78,0.649,0.24,0.192,0.573,23
iq,2016,45,30.26,8.29,54.6,301.41,0.79,0.474,0.179,0.68,32
iq,2016,46,28.43,7.28,41.08,299.58,0.517,0.422,0.355,0.347,23
iq,2016,47,29.94,8.71,19.48,301.09,0.446,0.654,0.433,0.476,26
iq,2016,48,28.08,9.17,57.83,299.23,0.214,0.797,0.183,0.11,24
iq,2016,49,25.13,8.44,56.32,296.28,0.701,0.794,0.306,0.597,26
iq,2016,50,25.32,7.06,32.28,296.47,0.514,0.453,0.552,0.781,26
iq,2016,51,26.32,7.36,38.84,297.47,0.155,0.492,0.332,0.208,27
iq,2016,52,26.22,9.19,13.19,297.37,0.738,0.222,0.3,0.462,21
iq,2017,1,23.5,7.32,24.08,294.65,0.141,0.361,0.604,0.488,21
iq,2017,2,30.92,6.08,51.54,302.07,0.138,0.571,0.724,0.663,22
iq,2017,3,24.26,7.1,31.03,295.41,0.668,0.603,0.611,0.17,22
iq,2017,4,28.89,9.17,38.82,300.04,0.204,0.491,0.742,0.374,23
iq,2017,5,27.93,7.73,44.35,299.08,0.416,0.757,0.186,0.248,19
iq,2017,6,25.81,7.55,53.16,296.96,0.523,0.53,0.472,0.164,20
iq,2017,7,24.05,7.67,80.05,295.2,0.712,0.624,0.757,0.138,22
iq,2017,8,23.0,7.14,15.88,294.15,0.458,0.408,0.459,0.571,15
iq,2017,9,21.75,7.36,30.82,292.9,0.619,0.63,0.567,0.264,15
iq,2017,10,30.58,9.9,97.3,301.73,0.444,0.496,0.601,0.177,24
iq,2017,11,24.25,8.4,13.6,295.4,0.44,0.681,0.765,0.544,20
iq,2017,12,29.51,6.34,51.69,300.66,0.709,0.491,0.327,0.305,21
iq,2017,13,20.19,7.45,66.61,291.34,0.187,0.7,0.728,0.763,21
iq,2017,14,21.98,7.51,10.24,293.13,0.223,0.525,0.434,0.706,13
iq,2017,15,26.26,7.72,55.46,297.41,0.72,0.61,0.749,0.333,27
iq,2017,16,24.99,8.0,34.51,296.14,0.224,0.12,0.737,0.106,19
iq,2017,17,23.93,8.47,66.21,295.08,0.104,0.789,0.714,0.727,29
iq,2017,18,22.23,9.29,33.64,293.38,0.494,0.17,0.745,0.199,25
iq,2017,19,26.94,6.52,52.17,298.09,0.262,0.101,0.63,0.79,28
iq,2017,20,25.48,9.36,36.21,296.63,0.467,0.434,0.413,0.643,28
iq,2017,21,20.08,8.29,11.12,291.23,0.204,0.558,0.577,0.627,22
iq,2017,22,28.93,8.01,11.69,300.08,0.788,0.292,0.242,0.41,27
iq,2017,23,30.06,10.1,39.18,301.21,0.122,0.529,0.601,0.392,36
iq,2017,24,23.66,8.74,28.82,294.81,0.36,0.693,0.68,0.368,19
iq,2017,25,30.79,8.64,26.9,301.94,0.78,0.532,0.787,0.336,21
iq,2017,26,23.04,8.72,41.71,294.19,0.324,0.217,0.284,0.125,14
iq,2017,27,25.78,9.89,44.76,296.93,0.166,0.628,0.114,0.275,20
iq,2017,28,26.97,8.58,64.18,298.12,0.521,0.577,0.795,0.263,24
iq,2017,29,23.88,10.21,46.54,295.03,0.497,0.487,0.122,0.429,20
iq,2017,30,25.48,8.71,65.56,296.63,0.649,0.463,0.701,0.374,27
iq,2017,31,25.14,8.43,37.73,296.29,0.657,0.392,0.26,0.262,22
iq,2017,32,32.36,8.98,0.0,303.51,0.741,0.188,0.393,0.341,20
iq,2017,33,16.58,7.86,17.16,287.73,0.459,0.27,0.229,0.145,18
iq,2017,34,24.76,9.5,68.23,295.91,0.576,0.429,0.372,0.363,29
iq,2017,35,25.75,10.25,35.95,296.9,0.541,0.311,0.113,0.722,23
iq,2017,36,28.86,8.79,27.42,300.01,0.465,0.22,0.314,0.325,20
iq,2017,37,24.73,7.51,29.24,295.88,0.12,0.541,0.783,0.332,23
iq,2017,38,26.55,7.01,42.11,297.7,0.536,0.321,0.479,0.164,22
iq,2017,39,29.49,8.93,40.69,300.64,0.595,0.653,0.236,0.283,22
iq,2017,40,19.78,8.15,38.35,290.93,0.66,0.506,0.641,0.333,26
iq,2017,41,24.41,8.78,10.82,295.56,0.433,0.323,0.287,0.777,22
iq,2017,42,27.32,7.48,18.99,298.47,0.128,0.382,0.755,0.108,25
iq,2017,43,26.13,10.64,63.07,297.28,0.568,0.76,0.676,0.129,32
iq,2017,44,18.81,7.32,30.39,289.96,0.369,0.403,0.785,0.162,10
iq,2017,45,25.89,8.82,62.14,297.04,0.352,0.401,0.387,0.362,26
iq,2017,46,23.33,7.84,19.72,294.48,0.466,0.105,0.322,0.574,22
iq,2017,47,27.26,7.99,33.33,298.41,0.132,0.692,0.738,0.674,27
iq,2017,48,28.64,7.05,36.36,299.79,0.736,0.317,0.783,0.297,23
iq,2017,49,26.84,9.83,9.39,297.99,0.594,0.234,0.487,0.277,22
iq,2017,50,24.11,7.27,11.07,295.26,0.444,0.711,0.598,0.506,17
iq,2017,51,26.79,7.44,49.35,297.94,0.275,0.392,0.345,0.701,20
iq,2017,52,26.55,6.96,48.72,297.7,0.734,0.404,0.442,0.749,18
iq,2018,1,20.7,10.99,74.92,291.85,0.175,0.675,0.405,0.151,29
iq,2018,2,24.37,9.26,45.25,295.52,0.716,0.721,0.77,0.707,19
iq,2018,3,24.59,9.12,72.0,295.74,0.356,0.733,0.452,0.425,32
iq,2018,4,25.99,8.14,41.08,297.14,0.67,0.644,0.652,0.596,16
iq,2018,5,27.81,7.59,38.58,298.96,0.191,0.783,0.708,0.725,23
iq,2018,6,26.32,9.0,52.87,297.47,0.136,0.622,0.454,0.553,34
iq,2018,7,14.49,9.24,29.19,285.64,0.211,0.237,0.781,0.207,16
iq,2018,8,27.84,6.44,18.45,298.99,0.656,0.65,0.266,0.302,22
iq,2018,9,24.48,8.24,69.71,295.63,0.231,0.414,0.521,0.329,13
iq,2018,10,27.63,8.45,58.42,298.78,0.173,0.686,0.207,0.158,22
iq,2018,11,24.7,10.19,35.07,295.85,0.301,0.451,0.419,0.341,28
iq,2018,12,29.17,8.79,58.28,300.32,0.376,0.574,0.433,0.796,20
iq,2018,13,25.48,9.34,25.9,296.63,0.114,0.467,0.454,0.468,16
iq,2018,14,24.77,6.94,2.39,295.92,0.659,0.467,0.5,0.697,14
iq,2018,15,25.03,8.27,29.63,296.18,0.306,0.135,0.441,0.349,30
iq,2018,16,28.51,6.93,24.99,299.66,0.135,0.694,0.107,0.756,25
iq,2018,17,21.57,9.06,29.36,292.72,0.529,0.217,0.47,0.513,20
iq,2018,18,23.41,9.14,33.67,294.56,0.417,0.459,0.599,0.291,29
iq,2018,19,26.45,6.98,27.33,297.6,0.553,0.446,0.534,0.481,11
iq,2018,20,28.65,9.03,79.48,299.8,0.711,0.403,0.389,0.635,28
iq,2018,21,23.84,8.14,56.63,294.99,0.767,0.138,0.518,0.399,27
iq,2018,22,24.08,7.73,21.95,295.23,0.173,0.529,0.617,0.637,34
iq,2018,23,25.44,8.84,23.49,296.59,0.405,0.381,0.503,0.508,20
iq,2018,24,26.2,9.66,36.8,297.35,0.133,0.594,0.695,0.404,23
iq,2018,25,26.45,8.71,60.63,297.6,0.308,0.348,0.734,0.731,26
iq,2018,26,26.45,7.83,41.75,297.6,0.431,0.488,0.471,0.325,22
iq,2018,27,24.87,8.32,51.68,296.02,0.386,0.278,0.702,0.59,29
iq,2018,28,32.58,8.96,38.86,303.73,0.236,0.246,0.563,0.738,21
iq,2018,29,22.03,7.56,57.55,293.18,0.624,0.708,0.476,0.626,23
iq,2018,30,24.84,7.08,44.99,295.99,0.75,0.712,0.194,0.221,9
iq,2018,31,21.91,7.07,56.19,293.06,0.774,0.558,0.687,0.468,22
iq,2018,32,26.37,6.54,72.6,297.52,0.254,0.358,0.355,0.772,24
iq,2018,33,30.72,7.65,23.25,301.87,0.5,0.726,0.433,0.762,27
iq,2018,34,26.7,9.16,52.51,297.85,0.402,0.477,0.412,0.495,23
iq,2018,35,24.12,7.96,37.07,295.27,0.512,0.197,0.102,0.272,27
iq,2018,36,24.27,8.3,38.7,295.42,0.243,0.227,0.11,0.64,22
iq,2018,37,26.86,8.94,28.03,298.01,0.433,0.768,0.273,0.612,19
iq,2018,38,20.66,7.47,24.67,291.81,0.659,0.27,0.608,0.148,19
iq,2018,39,26.47,8.19,39.52,297.62,0.609,0.359,0.229,0.41,25
iq,2018,40,26.56,7.15,53.31,297.71,0.564,0.181,0.489,0.301,33
iq,2018,41,23.34,7.38,17.97,294.49,0.456,0.721,0.586,0.376,23
iq,2018,42,23.75,5.84,49.17,294.9,0.355,0.697,0.63,0.527,14
iq,2018,43,22.37,7.43,38.49,293.52,0.257,0.237,0.216,0.644,28
iq,2018,44,26.46,6.45,84.29,297.61,0.714,0.707,0.416,0.111,16
iq,2018,45,31.74,6.68,79.67,302.89,0.208,0.553,0.228,0.625,28
iq,2018,46,29.8,7.03,37.74,300.95,0.594,0.259,0.657,0.542,20
iq,2018,47,20.66,9.06,90.11,291.81,0.431,0.589,0.404,0.242,22
iq,2018,48,29.14,7.16,27.99,300.29,0.771,0.452,0.742,0.595,25
iq,2018,49,24.7,8.23,21.45,295.85,0.651,0.337,0.674,0.191,28
iq,2018,50,24.52,6.98,5.1,295.67,0.635,0.168,0.346,0.686,14
iq,2018,51,23.35,6.56,49.6,294.5,0.551,0.63,0.183,0.683,27
iq,2018,52,27.92,9.7,46.64,299.07,0.241,0.401,0.446,0.139,28
iq,2019,1,26.18,9.93,41.63,297.33,0.26,0.185,0.354,0.279,30
iq,2019,2,27.58,8.01,58.86,298.73,0.556,0.433,0.698,0.43,25
iq,2019,3,24.8,8.71,58.56,295.95,0.756,0.138,0.451,0.362,25
iq,2019,4,29.69,8.53,48.92,300.84,0.596,0.194,0.67,0.524,16
iq,2019,5,25.57,8.41,40.33,296.72,0.16,0.779,0.127,0.627,18
iq,2019,6,19.23,8.43,43.48,290.38,0.51,0.297,0.737,0.313,18
iq,2019,7,31.59,5.86,26.01,302.74,0.371,0.52,0.46,0.586,20
iq,2019,8,25.71,7.8,31.27,296.86,0.529,0.207,0.146,0.251,27
iq,2019,9,24.85,7.24,91.72,296.0,0.653,0.559,0.526,0.388,26
iq,2019,10,18.47,7.23,30.82,289.62,0.104,0.556,0.242,0.723,22
iq,2019,11,25.96,7.02,10.06,297.11,0.602,0.516,0.327,0.118,23
iq,2019,12,23.63,8.69,34.33,294.78,0.504,0.711,0.705,0.36,28
iq,2019,13,27.94,7.32,13.44,299.09,0.733,0.239,0.118,0.114,19
iq,2019,14,30.55,9.15,17.75,301.7,0.338,0.576,0.141,0.75,18
iq,2019,15,27.53,7.38,72.34,298.68,0.49,0.697,0.321,0.467,20
iq,2019,16,19.39,7.78,44.94,290.54,0.56,0.236,0.374,0.763,15
iq,2019,17,28.34,6.83,32.88,299.49,0.756,0.616,0.421,0.499,30
iq,2019,18,28.39,9.66,33.5,299.54,0.31,0.25,0.126,0.13,29
iq,2019,19,27.15,8.8,62.42,298.3,0.694,0.436,0.709,0.352,32
iq,2019,20,26.62,8.45,48.47,297.77,0.473,0.197,0.514,0.32,15
iq,2019,21,28.61,8.33,17.58,299.76,0.459,0.573,0.772,0.278,29
iq,2019,22,27.53,8.2,50.61,298.68,0.592,0.129,0.735,0.439,23
iq,2019,23,33.04,6.6,37.92,304.19,0.682,0.111,0.291,0.102,17
iq,2019,24,30.78,7.41,11.14,301.93,0.747,0.643,0.502,0.587,25
iq,2019,25,26.61,8.41,68.3,297.76,0.128,0.37,0.384,0.217,20
iq,2019,26,29.32,8.57,52.89,300.47,0.217,0.602,0.628,0.162,25
iq,2019,27,26.83,8.32,37.23,297.98,0.457,0.473,0.287,0.738,21
iq,2019,28,24.65,7.87,45.86,295.8,0.386,0.292,0.192,0.673,13
iq,2019,29,30.43,6.52,24.97,301.58,0.733,0.492,0.415,0.553,29
iq,2019,30,25.7,7.73,0.91,296.85,0.59,0.678,0.612,0.793,18
iq,2019,31,27.86,7.62,26.88,299.01,0.614,0.173,0.653,0.473,28
iq,2019,32,28.91,6.7,16.25,300.06,0.121,0.404,0.499,0.714,24
iq,2019,33,26.16,8.78,32.5,297.31,0.622,0.243,0.36,0.544,31
iq,2019,34,24.97,9.14,63.14,296.12,0.643,0.302,0.327,0.575,23
iq,2019,35,22.39,8.23,52.59,293.54,0.582,0.79,0.637,0.759,21
iq,2019,36,28.04,7.29,0.0,299.19,0.704,0.698,0.116,0.527,18
iq,2019,37,22.52,6.18,29.72,293.67,0.76,0.226,0.564,0.57,23
iq,2019,38,23.55,6.85,49.93,294.7,0.33,0.474,0.143,0.246,24
iq,2019,39,23.4,7.97,49.74,294.55,0.761,0.585,0.758,0.488,26
iq,2019,40,26.94,8.07,34.63,298.09,0.607,0.734,0.657,0.509,23
iq,2019,41,26.8,7.35,57.67,297.95,0.525,0.207,0.245,0.535,16
iq,2019,42,24.85,7.39,30.27,296.0,0.442,0.759,0.259,0.373,26
iq,2019,43,30.26,8.59,25.87,301.41,0.117,0.369,0.199,0.597,27
iq,2019,44,24.97,8.12,30.01,296.12,0.403,0.568,0.401,0.409,25
iq,2019,45,25.55,7.34,44.16,296.7,0.389,0.397,0.592,0.76,22
iq,2019,46,24.72,6.34,49.43,295.87,0.177,0.539,0.231,0.457,27
iq,2019,47,29.17,8.08,4.64,300.32,0.262,0.712,0.22,0.398,20
iq,2019,48,27.7,7.35,0.0,298.85,0.353,0.697,0.488,0.603,18
iq,2019,49,27.02,7.87,38.63,298.17,0.727,0.292,0.291,0.312,21
iq,2019,50,22.63,10.05,50.61,293.78,0.572,0.243,0.753,0.285,25
iq,2019,51,23.07,8.16,31.52,294.22,0.297,0.523,0.672,0.633,17
iq,2019,52,23.36,7.18,35.54,294.51,0.763,0.34,0.408,0.595,22
iq,2020,1,20.85,8.83,73.67,292.0,0.13,0.108,0.421,0.192,25
iq,2020,2,22.64,8.64,12.97,293.79,0.484,0.181,0.116,0.136,19
iq,2020,3,24.9,8.18,40.45,296.05,0.425,0.766,0.761,0.646,17
iq,2020,4,23.03,10.24,49.53,294.18,0.522,0.505,0.262,0.133,23
iq,2020,5,25.56,8.35,20.24,296.71,0.686,0.119,0.684,0.198,21
iq,2020,6,27.0,8.56,44.75,298.15,0.319,0.225,0.701,0.382,17
iq,2020,7,22.51,7.64,59.06,293.66,0.354,0.766,0.762,0.201,20
iq,2020,8,26.77,7.77,53.34,297.92,0.659,0.193,0.177,0.745,15
iq,2020,9,27.6,9.49,32.18,298.75,0.631,0.36,0.271,0.61,31
iq,2020,10,26.92,7.95,52.51,298.07,0.753,0.269,0.659,0.403,22
iq,2020,11,25.7,8.83,35.49,296.85,0.259,0.24,0.398,0.629,31
iq,2020,12,30.8,8.89,36.91,301.95,0.131,0.672,0.793,0.385,15
iq,2020,13,29.5,9.59,26.3,300.65,0.635,0.582,0.326,0.482,28
iq,2020,14,25.53,6.84,35.95,296.68,0.688,0.513,0.234,0.507,26
iq,2020,15,18.44,8.15,35.72,289.59,0.151,0.169,0.391,0.314,15
iq,2020,16,25.42,8.67,43.77,296.57,0.593,0.282,0.759,0.471,31
iq,2020,17,24.69,9.07,45.9,295.84,0.105,0.433,0.235,0.539,20
iq,2020,18,25.91,8.4,40.66,297.06,0.447,0.751,0.723,0.65,29
iq,2020,19,27.21,6.17,33.97,298.36,0.439,0.682,0.727,0.39,13
iq,2020,20,27.27,6.87,38.58,298.42,0.79,0.17,0.397,0.315,20
iq,2020,21,25.45,7.89,10.36,296.6,0.57,0.122,0.193,0.58,26
iq,2020,22,27.37,7.63,22.07,298.52,0.527,0.608,0.32,0.68,24
iq,2020,23,21.21,9.49,81.09,292.36,0.216,0.382,0.34,0.381,32
iq,2020,24,25.68,9.61,37.17,296.83,0.391,0.651,0.482,0.483,25
iq,2020,25,25.61,7.42,53.94,296.76,0.573,0.339,0.48,0.688,21
iq,2020,26,22.21,6.77,42.14,293.36,0.698,0.367,0.618,0.539,18
iq,2020,27,23.03,7.66,55.18,294.18,0.58,0.113,0.251,0.149,24
iq,2020,28,30.6,8.42,76.96,301.75,0.78,0.159,0.731,0.188,29
iq,2020,29,29.19,7.68,40.29,300.34,0.516,0.596,0.683,0.185,28
iq,2020,30,25.75,9.38,0.0,296.9,0.456,0.762,0.484,0.767,14
iq,2020,31,27.71,7.19,51.41,298.86,0.525,0.495,0.703,0.675,28
iq,2020,32,21.43,7.47,36.14,292.58,0.666,0.284,0.103,0.447,25
iq,2020,33,26.75,7.61,31.42,297.9,0.161,0.301,0.647,0.206,13
iq,2020,34,27.98,8.23,59.91,299.13,0.176,0.276,0.726,0.601,27
iq,2020,35,30.19,9.19,29.17,301.34,0.649,0.575,0.431,0.73,24
iq,2020,36,22.24,7.0,45.45,293.39,0.46,0.192,0.251,0.559,22
iq,2020,37,29.31,7.62,65.15,300.46,0.346,0.217,0.123,0.37,22
iq,2020,38,25.35,8.33,36.58,296.5,0.742,0.198,0.486,0.292,22
iq,2020,39,25.73,9.61,21.21,296.88,0.75,0.738,0.601,0.719,14
iq,2020,40,22.97,6.47,70.75,294.12,0.437,0.38,0.79,0.675,28
iq,2020,41,30.99,7.52,30.19,302.14,0.347,0.382,0.112,0.67,21
iq,2020,42,29.16,6.16,44.95,300.31,0.765,0.799,0.36,0.309,26
iq,2020,43,29.64,8.53,27.65,300.79,0.502,0.683,0.582,0.115,29
iq,2020,44,23.3,7.59,45.73,294.45,0.126,0.254,0.317,0.532,20
iq,2020,45,21.52,8.18,30.17,292.67,0.452,0.29,0.763,0.425,18
iq,2020,46,26.21,7.87,63.54,297.36,0.296,0.5,0.641,0.75,17
iq,2020,47,23.48,6.79,55.64,294.63,0.731,0.163,0.192,0.447,21
iq,2020,48,25.1,7.24,47.67,296.25,0.765,0.798,0.363,0.519,17
iq,2020,49,23.58,9.68,31.3,294.73,0.153,0.587,0.277,0.318,16
iq,2020,50,34.31,7.75,1.49,305.46,0.235,0.622,0.189,0.173,30
iq,2020,51,23.2,8.67,35.06,294.35,0.415,0.596,0.536,0.551,12
iq,2020,52,23.0,9.03,26.97,294.15,0.315,0.789,0.67,0.215,12
iq,2021,1,24.61,7.69,62.87,295.76,0.616,0.251,0.38,0.456,23
iq,2021,2,27.29,8.39,40.4,298.44,0.586,0.178,0.496,0.274,28
iq,2021,3,31.86,7.01,24.8,303.01,0.791,0.314,0.189,0.482,19
iq,2021,4,27.26,8.85,50.69,298.41,0.6,0.61,0.567,0.71,15
iq,2021,5,26.66,9.03,78.47,297.81,0.673,0.104,0.794,0.228,21
iq,2021,6,29.23,7.91,37.41,300.38,0.193,0.377,0.224,0.355,15
iq,2021,7,24.65,7.59,41.94,295.8,0.499,0.255,0.63,0.317,14
iq,2021,8,26.68,8.61,68.21,297.83,0.673,0.303,0.338,0.755,23
iq,2021,9,30.17,7.79,40.66,301.32,0.473,0.17,0.512,0.645,23
iq,2021,10,26.09,7.84,46.62,297.24,0.787,0.144,0.732,0.67,26
iq,2021,11,27.83,7.67,46.5,298.98,0.494,0.184,0.472,0.35,25
iq,2021,12,27.98,8.75,32.1,299.13,0.157,0.115,0.54,0.541,25
iq,2021,13,25.91,8.14,62.22,297.06,0.678,0.756,0.662,0.399,16
iq,2021,14,28.93,8.37,9.88,300.08,0.219,0.1,0.603,0.178,22
iq,2021,15,23.57,6.97,0.0,294.72,0.572,0.139,0.187,0.449,25
iq,2021,16,22.22,6.99,25.54,293.37,0.146,0.782,0.577,0.392,21
iq,2021,17,29.08,8.81,37.61,300.23,0.401,0.108,0.749,0.522,31
iq,2021,18,27.91,7.52,29.34,299.06,0.169,0.786,0.307,0.71,25
