city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
iq,2005,1,25.53,7.44,64.2,294.33,0.577,0.29,0.438,0.813,17
iq,2005,2,33.4,8.71,49.36,304.93,0.678,0.374,0.139,0.228,22
iq,2005,3,25.78,5.79,45.71,296.66,0.687,0.512,0.687,0.222,16
iq,2005,4,23.87,8.86,27.99,296.39,0.814,0.78,0.662,0.114,16
iq,2005,5,22.54,6.79,24.63,294.98,0.482,0.622,0.149,0.358,18
iq,2005,6,29.28,8.7,28.46,300.61,0.818,0.794,0.455,0.22,22
iq,2005,7,31.04,5.87,20.07,301.83,0.5,0.794,0.261,0.796,26
iq,2005,8,30.51,6.29,13.96,302.91,0.489,0.707,0.244,0.572,17
iq,2005,9,30.65,8.8,5.36,303.1,0.486,0.417,0.401,0.713,21
iq,2005,10,29.35,7.67,20.68,299.79,0.411,0.482,0.452,0.423,20
iq,2005,11,20.39,7.28,17.5,290.56,0.706,0.562,0.421,0.702,14
iq,2005,12,23.85,6.74,29.4,292.73,0.67,0.756,0.694,0.424,11
iq,2005,13,22.79,6.47,38.64,292.72,0.246,0.76,0.206,0.538,14
iq,2005,14,23.0,5.86,19.74,296.33,0.431,0.781,0.534,0.472,18
iq,2005,15,23.76,9.85,82.45,294.46,0.324,0.842,0.576,0.577,24
iq,2005,16,23.2,8.14,22.32,294.81,0.833,0.578,0.341,0.473,20
iq,2005,17,20.23,7.01,25.63,292.69,0.208,0.352,0.301,0.623,18
iq,2005,18,30.77,7.34,0.0,300.21,0.683,0.267,0.567,0.321,12
iq,2005,19,21.93,6.58,37.85,293.7,0.531,0.464,0.663,0.173,15
iq,2005,20,23.32,6.53,19.2,293.51,0.498,0.721,0.755,0.46,16
iq,2005,21,29.06,7.25,16.9,300.93,0.554,0.759,0.735,0.673,17
iq,2005,22,23.95,8.61,41.25,296.14,0.513,0.584,0.608,0.723,16
iq,2005,23,27.24,8.34,42.26,298.29,0.675,0.113,0.523,0.23,15
iq,2005,24,24.69,5.91,76.53,295.3,0.559,0.683,0.772,0.489,17
iq,2005,25,24.36,8.01,36.13,294.35,0.692,0.121,0.714,0.68,17
iq,2005,26,18.66,8.1,28.67,289.17,0.299,0.611,0.234,0.584,14
iq,2005,27,29.27,6.84,47.36,300.91,0.615,0.261,0.717,0.577,16
iq,2005,28,30.18,7.68,68.74,301.7,0.327,0.417,0.539,0.212,17
iq,2005,29,22.0,8.85,24.82,294.87,0.566,0.295,0.287,0.842,21
iq,2005,30,25.36,7.02,17.91,296.76,0.712,0.492,0.827,0.21,17
iq,2005,31,28.92,6.25,2.65,299.12,0.287,0.546,0.146,0.513,18
iq,2005,32,22.3,8.6,21.16,293.64,0.539,0.326,0.627,0.176,19
iq,2005,33,32.97,6.1,51.77,305.18,0.423,0.312,0.587,0.618,20
iq,2005,34,28.09,7.31,37.83,299.82,0.613,0.347,0.159,0.359,21
iq,2005,35,21.92,7.11,36.52,291.3,0.704,0.261,0.779,0.63,16
iq,2005,36,28.41,8.81,6.7,299.78,0.305,0.573,0.615,0.606,18
iq,2005,37,25.56,7.2,0.0,298.05,0.301,0.125,0.139,0.621,17
iq,2005,38,32.54,8.66,31.19,302.5,0.743,0.676,0.746,0.771,16
iq,2005,39,38.5,7.52,16.45,308.65,0.281,0.753,0.448,0.613,33
iq,2005,40,26.65,7.84,69.56,298.12,0.334,0.402,0.458,0.284,10
iq,2005,41,24.95,8.5,69.93,296.64,0.547,0.593,0.589,0.799,29
iq,2005,42,16.22,6.8,35.57,286.58,0.59,0.638,0.377,0.322,10
iq,2005,43,28.82,7.2,0.0,300.07,0.692,0.644,0.479,0.392,12
iq,2005,44,33.95,7.51,52.99,304.56,0.797,0.456,0.441,0.803,25
iq,2005,45,32.07,7.47,59.84,303.75,0.668,0.792,0.828,0.811,20
iq,2005,46,29.98,8.86,21.57,298.99,0.617,0.502,0.199,0.485,27
iq,2005,47,27.37,8.2,38.98,299.05,0.4,0.556,0.309,0.438,14
iq,2005,48,22.14,6.53,24.12,293.48,0.205,0.634,0.266,0.188,21
iq,2005,49,33.19,6.33,38.75,302.87,0.721,0.362,0.673,0.507,21
iq,2005,50,25.75,6.0,76.51,296.32,0.316,0.831,0.528,0.488,16
iq,2005,51,27.44,5.9,48.85,298.11,0.676,0.282,0.637,0.115,22
iq,2005,52,31.98,7.46,39.1,304.06,0.498,0.747,0.783,0.489,19
iq,2006,1,31.72,5.54,60.56,300.34,0.314,0.558,0.704,0.765,19
iq,2006,2,26.29,7.58,81.56,296.2,0.414,0.338,0.654,0.262,11
iq,2006,3,24.1,5.98,28.53,294.9,0.359,0.774,0.424,0.413,15
iq,2006,4,34.48,6.24,12.14,304.57,0.336,0.162,0.49,0.271,23
iq,2006,5,28.08,6.79,61.48,298.38,0.849,0.649,0.543,0.75,19
iq,2006,6,16.27,7.22,22.3,288.21,0.139,0.604,0.218,0.424,18
iq,2006,7,23.12,6.15,0.0,294.58,0.7,0.438,0.421,0.371,14
iq,2006,8,20.8,8.34,37.96,292.6,0.372,0.432,0.602,0.776,16
iq,2006,9,34.2,6.17,53.01,302.47,0.267,0.164,0.693,0.28,17
iq,2006,10,18.57,7.07,22.17,291.3,0.78,0.459,0.228,0.345,12
iq,2006,11,24.93,7.22,21.55,294.37,0.136,0.182,0.618,0.204,11
iq,2006,12,26.04,8.81,20.05,296.93,0.757,0.239,0.299,0.241,20
iq,2006,13,28.83,6.51,62.39,300.06,0.763,0.646,0.691,0.154,21
iq,2006,14,30.5,6.05,31.83,302.88,0.626,0.791,0.55,0.27,24
iq,2006,15,27.36,7.0,35.95,298.68,0.406,0.188,0.596,0.544,19
iq,2006,16,24.71,6.89,47.29,297.84,0.652,0.19,0.601,0.234,11
iq,2006,17,26.17,7.43,0.0,297.39,0.562,0.68,0.334,0.16,12
iq,2006,18,26.18,7.56,37.47,297.4,0.379,0.587,0.158,0.461,11
iq,2006,19,25.05,6.29,18.56,298.14,0.146,0.845,0.141,0.719,19
iq,2006,20,30.81,7.56,0.0,301.98,0.694,0.159,0.475,0.584,23
iq,2006,21,33.35,9.75,34.93,304.78,0.447,0.685,0.28,0.25,20
iq,2006,22,28.11,9.47,85.9,299.03,0.52,0.759,0.508,0.315,10
iq,2006,23,22.48,6.94,23.6,292.78,0.339,0.34,0.819,0.253,8
iq,2006,24,25.34,7.54,30.62,297.63,0.169,0.553,0.476,0.158,22
iq,2006,25,24.17,9.21,21.61,296.73,0.726,0.371,0.223,0.514,16
iq,2006,26,31.73,7.52,3.97,302.76,0.475,0.841,0.819,0.737,22
iq,2006,27,25.41,7.49,40.43,297.67,0.403,0.54,0.521,0.232,11
iq,2006,28,33.1,7.66,54.08,302.79,0.364,0.351,0.484,0.745,14
iq,2006,29,27.63,6.88,10.98,300.88,0.556,0.817,0.41,0.411,11
iq,2006,30,13.67,10.41,39.58,285.16,0.56,0.236,0.345,0.247,16
iq,2006,31,31.73,6.72,16.8,304.1,0.14,0.414,0.13,0.21,18
iq,2006,32,26.92,7.77,63.95,299.91,0.719,0.445,0.762,0.33,20
iq,2006,33,31.04,8.56,34.2,301.36,0.147,0.149,0.774,0.326,20
iq,2006,34,26.97,6.42,45.85,297.82,0.35,0.289,0.205,0.63,13
iq,2006,35,22.95,5.51,0.0,293.68,0.753,0.61,0.729,0.637,19
iq,2006,36,25.37,8.02,77.39,295.99,0.607,0.379,0.485,0.241,13
iq,2006,37,30.3,6.89,44.92,299.84,0.482,0.712,0.807,0.641,12
iq,2006,38,38.8,6.4,64.13,308.41,0.219,0.156,0.765,0.199,27
iq,2006,39,29.28,5.72,16.29,300.49,0.737,0.341,0.305,0.301,8
iq,2006,40,24.81,7.17,32.65,296.51,0.507,0.728,0.82,0.375,10
iq,2006,41,25.03,8.94,23.98,295.62,0.104,0.47,0.418,0.59,14
iq,2006,42,30.41,6.98,9.75,300.4,0.668,0.399,0.356,0.129,11
iq,2006,43,27.2,8.26,89.63,298.05,0.734,0.568,0.568,0.193,21
iq,2006,44,24.7,8.97,2.82,293.89,0.652,0.178,0.12,0.121,12
iq,2006,45,22.64,7.63,0.0,293.48,0.395,0.489,0.49,0.453,13
iq,2006,46,26.25,7.15,23.47,295.24,0.538,0.192,0.299,0.365,13
iq,2006,47,27.32,7.98,0.0,298.15,0.774,0.694,0.157,0.643,21
iq,2006,48,25.47,8.49,0.0,295.0,0.281,0.474,0.223,0.692,21
iq,2006,49,29.18,7.9,68.38,300.07,0.59,0.2,0.745,0.532,13
iq,2006,50,28.17,9.22,0.0,301.23,0.545,0.737,0.508,0.431,13
iq,2006,51,22.83,5.85,63.32,294.78,0.545,0.724,0.845,0.342,9
iq,2006,52,29.79,8.05,47.53,300.31,0.673,0.35,0.387,0.749,15
iq,2007,1,21.03,7.76,79.24,292.38,0.603,0.413,0.305,0.385,16
iq,2007,2,19.57,8.57,35.98,290.51,0.845,0.243,0.176,0.579,14
iq,2007,3,25.88,5.85,37.5,297.4,0.683,0.743,0.209,0.353,12
iq,2007,4,33.61,6.36,62.01,303.61,0.605,0.717,0.326,0.257,22
iq,2007,5,26.39,5.73,29.15,296.39,0.483,0.68,0.632,0.784,10
iq,2007,6,17.19,6.75,57.87,287.58,0.362,0.354,0.726,0.416,15
iq,2007,7,22.23,8.9,14.88,294.36,0.591,0.209,0.846,0.679,15
iq,2007,8,26.37,8.06,22.74,296.59,0.767,0.442,0.602,0.431,19
iq,2007,9,27.85,7.41,0.0,297.94,0.809,0.48,0.373,0.403,17
iq,2007,10,21.42,8.7,0.0,291.73,0.302,0.547,0.592,0.252,18
iq,2007,11,27.06,8.09,12.97,298.91,0.498,0.715,0.71,0.392,21
iq,2007,12,25.82,9.0,47.69,296.85,0.16,0.447,0.589,0.561,9
iq,2007,13,20.98,8.56,52.66,291.4,0.639,0.533,0.838,0.171,16
iq,2007,14,30.86,7.21,19.35,303.42,0.619,0.625,0.236,0.743,17
iq,2007,15,18.87,6.16,4.01,287.97,0.635,0.535,0.418,0.845,12
iq,2007,16,28.04,7.22,45.0,299.47,0.669,0.745,0.186,0.566,19
iq,2007,17,27.79,5.85,7.31,299.28,0.536,0.422,0.455,0.152,9
iq,2007,18,25.75,7.36,74.79,296.88,0.48,0.356,0.587,0.27,4
iq,2007,19,33.37,8.45,20.11,305.25,0.498,0.533,0.624,0.579,17
iq,2007,20,27.67,9.04,34.75,298.41,0.232,0.602,0.653,0.467,16
iq,2007,21,24.05,7.63,44.5,294.64,0.655,0.606,0.605,0.558,17
iq,2007,22,22.68,9.29,80.62,294.84,0.848,0.465,0.643,0.583,14
iq,2007,23,23.03,8.38,71.47,293.98,0.591,0.622,0.314,0.453,12
iq,2007,24,24.37,7.52,19.75,296.8,0.431,0.3,0.746,0.494,23
iq,2007,25,26.44,7.75,53.97,297.54,0.501,0.44,0.462,0.677,18
iq,2007,26,24.36,7.51,34.89,294.59,0.769,0.279,0.34,0.267,17
iq,2007,27,22.83,9.17,138.78,295.17,0.535,0.364,0.688,0.229,14
iq,2007,28,20.91,8.67,33.56,292.16,0.383,0.694,0.129,0.136,17
iq,2007,29,21.67,8.19,51.52,291.53,0.398,0.833,0.181,0.697,11
iq,2007,30,27.63,6.98,36.67,298.86,0.387,0.814,0.176,0.417,17
iq,2007,31,25.1,6.11,0.0,295.58,0.404,0.555,0.77,0.738,23
iq,2007,32,18.64,8.36,38.66,290.21,0.837,0.431,0.656,0.624,11
iq,2007,33,24.58,6.0,48.02,295.32,0.691,0.547,0.205,0.577,23
iq,2007,34,25.71,6.26,16.74,296.47,0.28,0.284,0.239,0.574,11
iq,2007,35,24.77,7.22,55.37,297.73,0.162,0.844,0.734,0.595,20
iq,2007,36,26.59,6.48,58.41,297.94,0.665,0.284,0.29,0.182,21
iq,2007,37,27.15,9.76,49.3,299.75,0.806,0.341,0.178,0.28,10
iq,2007,38,25.99,7.76,28.78,296.54,0.438,0.247,0.234,0.325,11
iq,2007,39,23.35,8.18,25.82,294.41,0.743,0.372,0.208,0.704,8
iq,2007,40,33.65,5.2,41.97,303.59,0.156,0.843,0.231,0.291,16
iq,2007,41,25.64,5.87,72.83,296.19,0.77,0.145,0.393,0.141,19
iq,2007,42,27.0,9.38,54.81,298.29,0.592,0.56,0.778,0.458,16
iq,2007,43,21.54,7.49,38.46,292.88,0.339,0.751,0.479,0.499,18
iq,2007,44,30.39,8.66,15.07,300.99,0.191,0.626,0.553,0.387,19
iq,2007,45,25.64,7.24,61.38,296.18,0.792,0.518,0.369,0.782,16
iq,2007,46,31.1,9.1,0.0,302.9,0.344,0.427,0.226,0.823,11
iq,2007,47,22.54,6.8,0.0,293.38,0.517,0.846,0.422,0.843,10
iq,2007,48,27.74,7.48,7.95,298.24,0.765,0.675,0.571,0.214,10
iq,2007,49,26.01,10.56,25.31,297.49,0.472,0.393,0.39,0.187,23
iq,2007,50,27.71,6.93,30.27,297.43,0.557,0.584,0.623,0.178,15
iq,2007,51,29.37,8.07,0.0,301.21,0.574,0.33,0.386,0.639,10
iq,2007,52,24.86,7.69,61.85,295.19,0.714,0.325,0.598,0.162,23
iq,2008,1,23.05,8.94,18.01,293.3,0.49,0.46,0.663,0.72,19
iq,2008,2,26.82,5.47,44.8,298.13,0.142,0.407,0.679,0.248,18
iq,2008,3,24.76,8.05,25.59,297.55,0.178,0.734,0.636,0.19,33
iq,2008,4,26.16,7.26,0.0,298.47,0.161,0.45,0.846,0.307,18
iq,2008,5,34.42,7.08,23.63,306.68,0.349,0.43,0.767,0.349,18
iq,2008,6,22.78,8.81,37.54,296.26,0.393,0.109,0.23,0.211,11
iq,2008,7,24.97,5.59,33.17,294.06,0.209,0.21,0.292,0.503,20
iq,2008,8,22.4,7.82,41.54,293.38,0.346,0.349,0.211,0.697,8
iq,2008,9,28.74,6.68,20.8,299.36,0.357,0.839,0.618,0.641,18
iq,2008,10,29.0,8.13,82.07,300.06,0.482,0.757,0.557,0.475,27
iq,2008,11,22.73,8.14,45.35,293.7,0.284,0.827,0.674,0.605,13
iq,2008,12,23.61,5.85,67.64,294.41,0.623,0.496,0.413,0.164,11
iq,2008,13,26.93,7.9,45.62,299.17,0.103,0.334,0.672,0.413,17
iq,2008,14,29.67,9.32,3.37,300.92,0.227,0.135,0.207,0.752,13
iq,2008,15,25.42,6.15,54.74,296.15,0.598,0.499,0.592,0.13,14
iq,2008,16,21.04,5.83,39.56,291.43,0.354,0.62,0.637,0.266,17
iq,2008,17,25.15,4.31,6.58,296.18,0.216,0.441,0.759,0.437,18
iq,2008,18,28.97,8.78,46.47,300.98,0.786,0.474,0.241,0.462,21
iq,2008,19,29.01,8.08,51.88,298.08,0.447,0.411,0.178,0.372,17
iq,2008,20,28.29,7.88,44.15,298.38,0.302,0.58,0.618,0.326,11
iq,2008,21,20.9,7.63,100.28,293.69,0.436,0.809,0.176,0.76,21
iq,2008,22,24.16,7.18,48.8,294.16,0.756,0.477,0.446,0.565,13
iq,2008,23,23.71,10.07,17.87,292.71,0.139,0.499,0.229,0.566,24
iq,2008,24,24.53,6.71,24.57,294.42,0.215,0.109,0.236,0.242,20
iq,2008,25,23.78,6.94,44.71,296.32,0.523,0.386,0.241,0.539,15
iq,2008,26,26.13,8.17,5.33,297.29,0.268,0.381,0.17,0.544,19
iq,2008,27,24.07,7.84,15.69,293.5,0.496,0.255,0.587,0.544,18
iq,2008,28,28.12,7.17,37.07,301.01,0.784,0.102,0.578,0.234,15
iq,2008,29,23.98,7.33,15.24,295.24,0.588,0.767,0.848,0.436,13
iq,2008,30,29.09,5.82,61.14,300.19,0.172,0.114,0.508,0.41,23
iq,2008,31,24.06,5.27,66.8,294.96,0.6,0.554,0.708,0.437,14
iq,2008,32,23.9,6.18,19.49,295.06,0.271,0.401,0.697,0.2,20
iq,2008,33,25.97,6.36,8.68,297.39,0.316,0.187,0.285,0.26,20
iq,2008,34,28.37,7.16,72.51,300.14,0.59,0.526,0.825,0.455,24
iq,2008,35,22.7,8.47,91.04,293.63,0.235,0.428,0.76,0.262,17
iq,2008,36,24.88,9.05,28.96,295.86,0.274,0.264,0.652,0.16,18
iq,2008,37,24.19,7.44,21.79,294.28,0.103,0.254,0.293,0.627,16
iq,2008,38,25.44,7.02,11.66,295.84,0.401,0.514,0.804,0.28,19
iq,2008,39,29.24,7.67,37.32,300.92,0.235,0.519,0.382,0.453,16
iq,2008,40,24.3,8.64,19.37,294.68,0.342,0.514,0.162,0.509,16
iq,2008,41,23.8,7.92,82.19,294.58,0.501,0.383,0.571,0.479,25
iq,2008,42,24.85,6.41,60.35,296.09,0.302,0.355,0.66,0.805,15
iq,2008,43,23.65,6.39,67.85,296.65,0.609,0.785,0.572,0.287,18
iq,2008,44,23.09,4.67,25.99,296.09,0.22,0.234,0.553,0.663,17
iq,2008,45,23.14,8.59,36.52,294.65,0.58,0.753,0.687,0.374,18
iq,2008,46,21.1,7.72,25.16,292.39,0.653,0.784,0.789,0.218,13
iq,2008,47,24.55,9.21,35.32,296.35,0.219,0.696,0.518,0.458,20
iq,2008,48,29.05,5.88,41.18,300.02,0.311,0.653,0.351,0.647,28
iq,2008,49,18.29,8.59,38.97,289.91,0.494,0.467,0.527,0.487,13
iq,2008,50,24.15,7.72,38.88,295.69,0.244,0.42,0.2,0.671,14
iq,2008,51,20.85,7.12,7.71,292.75,0.815,0.344,0.518,0.626,11
iq,2008,52,29.79,8.37,56.22,300.71,0.305,0.793,0.206,0.555,16
iq,2009,1,30.74,7.98,79.86,301.18,0.835,0.337,0.126,0.207,13
iq,2009,2,19.99,6.98,25.14,291.23,0.326,0.531,0.8,0.319,15
iq,2009,3,29.21,7.47,40.11,299.66,0.502,0.639,0.623,0.603,17
iq,2009,4,19.11,7.09,71.22,290.22,0.597,0.273,0.592,0.485,11
iq,2009,5,26.68,6.23,43.3,299.03,0.321,0.171,0.119,0.83,11
iq,2009,6,33.24,8.19,18.05,304.63,0.801,0.175,0.283,0.745,17
iq,2009,7,20.87,6.6,38.95,292.25,0.254,0.536,0.733,0.159,20
iq,2009,8,22.09,6.14,50.89,293.2,0.531,0.211,0.796,0.698,12
iq,2009,9,25.63,6.7,1.41,297.51,0.421,0.64,0.443,0.196,10
iq,2009,10,25.29,6.35,31.36,297.28,0.121,0.452,0.139,0.348,20
iq,2009,11,20.96,6.21,33.26,294.25,0.352,0.633,0.685,0.684,12
iq,2009,12,24.57,5.51,34.39,296.62,0.574,0.756,0.137,0.519,18
iq,2009,13,24.93,7.68,77.89,296.61,0.791,0.811,0.32,0.638,20
iq,2009,14,25.28,8.36,0.0,298.03,0.734,0.32,0.498,0.244,14
iq,2009,15,27.02,8.05,61.46,299.58,0.22,0.657,0.201,0.38,18
iq,2009,16,26.72,8.1,34.2,298.29,0.316,0.476,0.847,0.525,16
iq,2009,17,21.5,7.1,20.93,291.92,0.698,0.132,0.563,0.633,27
iq,2009,18,26.42,8.01,18.51,297.14,0.526,0.524,0.76,0.281,12
iq,2009,19,26.3,7.81,28.23,297.69,0.229,0.776,0.188,0.118,21
iq,2009,20,24.91,8.16,56.95,295.87,0.335,0.178,0.616,0.339,22
iq,2009,21,31.36,7.12,56.11,303.94,0.72,0.308,0.189,0.569,20
iq,2009,22,22.74,7.24,108.09,295.6,0.644,0.689,0.816,0.211,23
iq,2009,23,20.61,6.26,39.31,291.86,0.314,0.317,0.795,0.215,23
iq,2009,24,32.49,6.67,39.83,303.29,0.793,0.234,0.253,0.812,12
iq,2009,25,28.21,9.1,56.44,298.63,0.53,0.455,0.657,0.844,15
iq,2009,26,22.43,7.23,0.0,293.16,0.434,0.556,0.722,0.486,15
iq,2009,27,27.42,7.59,17.48,298.7,0.197,0.28,0.501,0.787,15
iq,2009,28,28.71,6.32,11.28,299.61,0.56,0.694,0.676,0.467,21
iq,2009,29,34.94,6.89,9.71,305.92,0.396,0.722,0.733,0.126,20
iq,2009,30,23.69,8.73,0.0,293.7,0.396,0.62,0.784,0.126,17
iq,2009,31,19.66,8.38,30.03,291.74,0.702,0.385,0.765,0.366,20
iq,2009,32,26.52,6.59,26.75,295.78,0.419,0.533,0.539,0.419,20
iq,2009,33,22.69,9.45,86.69,294.0,0.274,0.233,0.617,0.437,16
iq,2009,34,24.88,6.47,12.54,297.17,0.181,0.151,0.376,0.455,13
iq,2009,35,26.26,9.74,83.96,297.38,0.103,0.622,0.798,0.566,12
iq,2009,36,32.95,7.06,0.0,305.38,0.833,0.155,0.212,0.723,13
iq,2009,37,24.59,5.32,20.48,296.45,0.401,0.514,0.328,0.806,14
iq,2009,38,26.98,6.62,26.21,298.12,0.596,0.209,0.514,0.282,17
iq,2009,39,34.05,9.27,22.37,305.92,0.311,0.569,0.465,0.647,18
iq,2009,40,35.93,7.06,0.0,305.67,0.469,0.671,0.393,0.502,11
iq,2009,41,27.88,7.38,45.88,299.37,0.409,0.638,0.373,0.659,23
iq,2009,42,23.3,7.51,14.62,293.14,0.139,0.148,0.179,0.727,16
iq,2009,43,27.61,7.97,41.35,298.1,0.8,0.249,0.565,0.579,19
iq,2009,44,27.09,8.44,0.0,297.97,0.187,0.798,0.182,0.256,14
iq,2009,45,23.24,7.44,21.56,294.39,0.403,0.12,0.823,0.213,16
iq,2009,46,29.97,7.29,39.04,301.89,0.782,0.711,0.411,0.431,25
iq,2009,47,27.61,8.99,53.04,298.32,0.314,0.572,0.238,0.327,18
iq,2009,48,33.94,6.71,82.59,305.49,0.197,0.189,0.475,0.365,20
iq,2009,49,22.59,9.03,75.79,293.94,0.239,0.171,0.157,0.665,12
iq,2009,50,31.67,9.8,37.87,302.55,0.721,0.1,0.5,0.295,18
iq,2009,51,25.24,7.28,27.06,295.95,0.645,0.363,0.47,0.392,21
iq,2009,52,23.17,6.4,9.19,294.07,0.516,0.601,0.591,0.261,17
iq,2010,1,25.32,6.51,18.58,293.44,0.443,0.514,0.604,0.59,20
iq,2010,2,30.76,8.24,2.56,301.28,0.198,0.335,0.844,0.218,16
iq,2010,3,29.5,5.64,36.45,300.38,0.671,0.11,0.405,0.286,21
iq,2010,4,20.06,8.07,23.82,290.79,0.371,0.224,0.269,0.354,11
iq,2010,5,25.41,8.33,18.31,296.09,0.326,0.567,0.77,0.266,14
iq,2010,6,21.29,7.46,0.0,290.9,0.83,0.59,0.778,0.825,18
iq,2010,7,24.63,9.36,30.38,295.83,0.426,0.271,0.486,0.593,18
iq,2010,8,30.34,6.77,29.83,301.28,0.53,0.611,0.11,0.684,14
iq,2010,9,30.06,8.31,38.35,301.93,0.247,0.117,0.684,0.838,21
iq,2010,10,24.29,7.55,16.73,295.52,0.295,0.438,0.442,0.339,16
iq,2010,11,21.31,6.32,63.69,292.06,0.146,0.144,0.218,0.736,20
iq,2010,12,35.58,5.43,14.55,306.48,0.649,0.652,0.703,0.517,16
iq,2010,13,22.87,9.29,28.91,293.9,0.325,0.827,0.384,0.281,15
iq,2010,14,23.45,7.77,40.53,294.38,0.127,0.608,0.802,0.781,12
iq,2010,15,25.03,9.74,33.42,295.04,0.266,0.118,0.594,0.424,14
iq,2010,16,31.59,6.24,27.68,304.14,0.68,0.179,0.149,0.786,13
iq,2010,17,33.62,5.68,0.0,303.98,0.156,0.467,0.231,0.555,13
iq,2010,18,27.46,9.13,48.47,298.15,0.276,0.324,0.761,0.398,15
iq,2010,19,26.11,8.16,75.67,297.45,0.439,0.357,0.83,0.462,29
iq,2010,20,31.17,8.72,0.0,301.47,0.348,0.326,0.345,0.189,22
iq,2010,21,26.59,7.68,25.88,296.68,0.195,0.764,0.147,0.41,19
iq,2010,22,24.5,5.77,46.93,295.78,0.697,0.538,0.461,0.141,17
iq,2010,23,24.85,6.38,61.93,294.9,0.653,0.21,0.284,0.588,20
iq,2010,24,26.08,8.47,51.55,298.33,0.585,0.667,0.812,0.362,13
iq,2010,25,26.82,7.6,15.29,297.71,0.212,0.492,0.844,0.241,16
iq,2010,26,21.96,7.64,44.02,292.8,0.63,0.722,0.331,0.525,12
iq,2010,27,23.9,7.63,51.7,294.71,0.714,0.376,0.377,0.663,17
iq,2010,28,21.09,5.5,15.93,292.83,0.53,0.557,0.727,0.506,11
iq,2010,29,30.13,9.0,85.14,299.66,0.548,0.689,0.156,0.252,27
iq,2010,30,30.17,8.77,24.7,301.22,0.776,0.182,0.833,0.224,15
iq,2010,31,23.48,5.29,60.18,293.35,0.309,0.216,0.691,0.146,11
iq,2010,32,19.98,9.37,0.0,290.78,0.151,0.696,0.382,0.601,18
iq,2010,33,24.15,7.34,65.49,296.21,0.147,0.819,0.611,0.506,22
iq,2010,34,22.44,9.06,48.24,292.45,0.307,0.595,0.579,0.492,20
iq,2010,35,26.42,7.82,19.53,297.76,0.194,0.697,0.45,0.343,22
iq,2010,36,14.56,8.78,54.67,285.16,0.267,0.25,0.591,0.109,14
iq,2010,37,21.06,7.06,61.99,294.09,0.107,0.631,0.558,0.514,19
iq,2010,38,26.93,8.43,29.37,298.92,0.807,0.175,0.664,0.261,23
iq,2010,39,25.61,5.94,26.67,296.45,0.273,0.696,0.567,0.671,10
iq,2010,40,23.37,7.1,8.68,294.59,0.35,0.239,0.815,0.462,17
iq,2010,41,18.77,8.26,17.67,289.43,0.687,0.328,0.534,0.795,16
iq,2010,42,25.9,6.55,0.0,298.0,0.513,0.847,0.468,0.348,17
iq,2010,43,21.17,7.72,28.84,294.54,0.344,0.226,0.484,0.343,14
iq,2010,44,26.39,9.16,0.0,296.69,0.243,0.349,0.22,0.36,13
iq,2010,45,30.26,6.71,100.73,301.6,0.192,0.68,0.146,0.448,29
iq,2010,46,32.01,8.63,14.3,303.01,0.586,0.214,0.581,0.289,20
iq,2010,47,26.96,5.11,10.17,296.33,0.445,0.603,0.114,0.779,18
iq,2010,48,27.51,7.44,55.57,299.62,0.483,0.378,0.809,0.576,19
iq,2010,49,26.28,10.42,22.8,297.43,0.745,0.432,0.226,0.532,19
iq,2010,50,24.79,9.55,50.82,293.72,0.805,0.419,0.244,0.415,17
iq,2010,51,26.84,7.94,49.39,299.49,0.597,0.383,0.352,0.364,27
iq,2010,52,27.73,7.81,35.46,301.05,0.426,0.732,0.221,0.546,21
iq,2011,1,21.91,9.27,62.25,294.65,0.212,0.571,0.43,0.746,13
iq,2011,2,20.16,7.65,23.98,291.06,0.23,0.554,0.338,0.679,9
iq,2011,3,23.62,7.26,49.65,295.09,0.557,0.822,0.168,0.627,19
iq,2011,4,25.37,7.93,34.36,297.07,0.297,0.705,0.847,0.783,14
iq,2011,5,27.93,7.08,60.57,299.28,0.409,0.107,0.273,0.132,17
iq,2011,6,28.91,6.8,23.25,299.54,0.481,0.185,0.549,0.64,19
iq,2011,7,32.23,7.3,67.49,303.36,0.284,0.469,0.465,0.302,18
iq,2011,8,23.94,7.89,59.28,295.0,0.746,0.439,0.723,0.435,16
iq,2011,9,30.07,7.67,43.45,299.59,0.419,0.771,0.772,0.494,16
iq,2011,10,25.03,6.94,89.51,297.09,0.246,0.459,0.364,0.478,24
iq,2011,11,26.82,7.94,33.07,297.85,0.459,0.228,0.666,0.391,15
iq,2011,12,23.94,5.21,0.0,294.63,0.482,0.14,0.802,0.409,15
iq,2011,13,31.48,6.17,41.09,300.72,0.177,0.85,0.571,0.15,20
iq,2011,14,22.74,7.54,35.93,293.1,0.847,0.601,0.485,0.398,14
iq,2011,15,32.65,6.59,62.52,304.35,0.458,0.672,0.411,0.739,17
iq,2011,16,26.79,7.37,0.0,296.33,0.255,0.144,0.694,0.706,16
iq,2011,17,27.81,7.73,57.58,299.81,0.572,0.27,0.392,0.664,18
iq,2011,18,33.71,8.3,61.21,303.82,0.701,0.715,0.321,0.118,19
