iso3,country_code_a2,year,month,pm25
THA,,2023,7,11.75
THA,,2023,8,9.936
THA,,2023,9,10.5
THA,,2023,10,9.98
THA,,2023,11,10.831
THA,,2023,12,12.774
TUR,,2018,1,17.91
TUR,,2018,2,20.226
TUR,,2018,3,21.066
TUR,,2018,4,23.124
TUR,,2018,5,19.486
TUR,,2018,6,14.352
TUR,,2018,7,10.112
TUR,,2018,8,11.431
TUR,,2018,9,4.406
TUR,,2018,10,10.105
TUR,,2018,11,12.61
TUR,,2018,12,16.421
TUR,,2019,1,20.681
TUR,,2019,2,21.857
TUR,,2019,3,24.645
TUR,,2019,4,24.448
TUR,,2019,5,15.731
TUR,,2019,6,16.824
TUR,,2019,7,15.831
TUR,,2019,8,8.505
TUR,,2019,9,14.825
TUR,,2019,10,14.187
TUR,,2019,11,15.014
TUR,,2019,12,19.307
TUR,,2020,1,18.258
TUR,,2020,2,20.274
TUR,,2020,3,22.482
TUR,,2020,4,25.782
TUR,,2020,5,19.661
TUR,,2020,6,14.143
TUR,,2020,7,14.242
TUR,,2020,8,12.102
TUR,,2020,9,4.936
TUR,,2020,10,15.021
TUR,,2020,11,14.961
TUR,,2020,12,17.963
TUR,,2021,1,21.015
TUR,,2021,2,18.808
TUR,,2021,3,18.08
TUR,,2021,4,17.291
TUR,,2021,5,18.724
TUR,,2021,6,20.157
TUR,,2021,7,13.017
TUR,,2021,8,11.062
TUR,,2021,9,11.563
TUR,,2021,10,12.273
TUR,,2021,11,13.196
TUR,,2021,12,15.305
TUR,,2022,1,19.515
TUR,,2022,2,21.3
TUR,,2022,3,20.706
TUR,,2022,4,20.966
TUR,,2022,5,18.364
TUR,,2022,6,11.521
TUR,,2022,7,11.102
TUR,,2022,8,13.563
TUR,,2022,9,13.48
TUR,,2022,10,12.762
TUR,,2022,11,13.569
TUR,,2022,12,14.487
TUR,,2023,1,20.944
TUR,,2023,2,24.663
TUR,,2023,3,22.98
TUR,,2023,4,17.276
TUR,,2023,5,15.017
TUR,,2023,6,14.183
TUR,,2023,7,16.69
TUR,,2023,8,11.416
TUR,,2023,9,14.554
TUR,,2023,10,15.98
TUR,,2023,11,15.284
TUR,,2023,12,18.37
TZA,,2018,1,17.305
TZA,,2018,2,16.548
TZA,,2018,3,21.4
TZA,,2018,4,18.867
TZA,,2018,5,9.145
TZA,,2018,6,11.759
TZA,,2018,7,3.13
TZA,,2018,8,9.937
TZA,,2018,9,9.942
TZA,,2018,10,8.711
TZA,,2018,11,9.707
TZA,,2018,12,12.047
TZA,,2019,1,11.449
TZA,,2019,2,19.765
TZA,,2019,3,16.033
TZA,,2019,4,17.694
TZA,,2019,5,13.813
TZA,,2019,6,12.504
TZA,,2019,7,9.471
TZA,,2019,8,7.851
TZA,,2019,9,7.487
TZA,,2019,10,6.899
TZA,,2019,11,15.057
TZA,,2019,12,11.428
TZA,,2020,1,12.852
TZA,,2020,2,17.071
TZA,,2020,3,15.518
TZA,,2020,4,21.806
TZA,,2020,5,16.757
TZA,,2020,6,11.124
TZA,,2020,7,9.898
TZA,,2020,8,6.276
TZA,,2020,9,12.223
TZA,,2020,10,6.173
TZA,,2020,11,11.317
TZA,,2020,12,16.632
TZA,,2021,1,16.281
TZA,,2021,2,18.205
TZA,,2021,3,12.447
TZA,,2021,4,20.984
TZA,,2021,5,16.738
TZA,,2021,6,14.607
TZA,,2021,7,12.224
TZA,,2021,8,8.798
TZA,,2021,9,10.808
TZA,,2021,10,10.673
TZA,,2021,11,14.606
TZA,,2021,12,12.589
TZA,,2022,1,14.006
TZA,,2022,2,16.805
TZA,,2022,3,22.168
TZA,,2022,4,17.36
TZA,,2022,5,16.562
TZA,,2022,6,15.701
TZA,,2022,7,4.5
TZA,,2022,8,9.101
TZA,,2022,9,10.487
TZA,,2022,10,8.892
TZA,,2022,11,13.994
TZA,,2022,12,14.062
TZA,,2023,1,13.292
TZA,,2023,2,18.236
TZA,,2023,3,18.734
TZA,,2023,4,20.476
TZA,,2023,5,17.458
TZA,,2023,6,12.656
TZA,,2023,7,13.752
TZA,,2023,8,3.108
TZA,,2023,9,4.441
TZA,,2023,10,3.0
TZA,,2023,11,7.474
TZA,,2023,12,10.162
UGA,,2018,1,13.245
UGA,,2018,2,19.987
UGA,,2018,3,18.597
UGA,,2018,4,18.064
UGA,,2018,5,15.911
UGA,,2018,6,10.877
UGA,,2018,7,8.753
UGA,,2018,8,7.396
UGA,,2018,9,9.951
UGA,,2018,10,11.365
UGA,,2018,11,11.253
UGA,,2018,12,14.428
UGA,,2019,1,15.95
UGA,,2019,2,17.159
UGA,,2019,3,16.586
UGA,,2019,4,23.709
UGA,,2019,5,14.053
UGA,,2019,6,13.738
UGA,,2019,7,9.544
UGA,,2019,8,7.321
UGA,,2019,9,4.472
UGA,,2019,10,11.325
UGA,,2019,11,11.647
UGA,,2019,12,12.153
UGA,,2020,1,14.653
UGA,,2020,2,13.577
UGA,,2020,3,16.872
UGA,,2020,4,19.233
UGA,,2020,5,18.975
UGA,,2020,6,9.387
UGA,,2020,7,8.181
UGA,,2020,8,6.622
UGA,,2020,9,6.126
UGA,,2020,10,4.872
UGA,,2020,11,9.469
UGA,,2020,12,14.662
UGA,,2021,1,18.001
UGA,,2021,2,17.946
UGA,,2021,3,17.804
UGA,,2021,4,15.098
UGA,,2021,5,17.5
UGA,,2021,6,13.406
UGA,,2021,7,9.412
UGA,,2021,8,7.816
UGA,,2021,9,11.154
UGA,,2021,10,11.13
UGA,,2021,11,12.848
UGA,,2021,12,14.768
UGA,,2022,1,13.617
UGA,,2022,2,16.867
UGA,,2022,3,18.777
UGA,,2022,4,15.294
UGA,,2022,5,17.421
UGA,,2022,6,13.698
UGA,,2022,7,8.508
UGA,,2022,8,5.621
UGA,,2022,9,8.689
UGA,,2022,10,7.914
UGA,,2022,11,8.827
UGA,,2022,12,12.467
UGA,,2023,1,19.264
UGA,,2023,2,17.466
UGA,,2023,3,17.419
UGA,,2023,4,16.574
UGA,,2023,5,18.201
UGA,,2023,6,15.511
UGA,,2023,7,11.234
UGA,,2023,8,9.257
UGA,,2023,9,8.804
UGA,,2023,10,5.444
UGA,,2023,11,17.469
UGA,,2023,12,14.272
USA,,2018,1,19.879
USA,,2018,2,21.31
USA,,2018,3,25.686
USA,,2018,4,19.904
USA,,2018,5,20.802
USA,,2018,6,17.498
USA,,2018,7,14.916
USA,,2018,8,13.671
USA,,2018,9,15.026
USA,,2018,10,12.577
USA,,2018,11,18.247
USA,,2018,12,13.692
USA,,2019,1,26.54
USA,,2019,2,23.239
USA,,2019,3,19.822
USA,,2019,4,20.382
USA,,2019,5,20.427
USA,,2019,6,21.616
USA,,2019,7,15.643
USA,,2019,8,16.289
USA,,2019,9,10.577
USA,,2019,10,13.146
USA,,2019,11,12.734
USA,,2019,12,16.515
USA,,2020,1,21.807
USA,,2020,2,21.656
USA,,2020,3,18.105
USA,,2020,4,20.129
USA,,2020,5,17.947
USA,,2020,6,14.402
USA,,2020,7,12.841
USA,,2020,8,9.233
USA,,2020,9,8.875
USA,,2020,10,15.344
USA,,2020,11,15.863
USA,,2020,12,11.393
USA,,2021,1,23.88
USA,,2021,2,22.859
USA,,2021,3,23.703
USA,,2021,4,20.022
USA,,2021,5,20.201
USA,,2021,6,11.239
USA,,2021,7,12.915
USA,,2021,8,11.219
USA,,2021,9,9.295
USA,,2021,10,14.286
USA,,2021,11,14.571
USA,,2021,12,15.017
USA,,2022,1,23.249
USA,,2022,2,22.944
USA,,2022,3,20.574
USA,,2022,4,22.389
USA,,2022,5,11.643
USA,,2022,6,17.727
USA,,2022,7,9.742
USA,,2022,8,15.658
USA,,2022,9,9.731
USA,,2022,10,12.451
USA,,2022,11,15.208
USA,,2022,12,15.546
USA,,2023,1,16.401
USA,,2023,2,21.97
USA,,2023,3,20.203
USA,,2023,4,24.763
USA,,2023,5,18.117
USA,,2023,6,14.573
USA,,2023,7,21.656
USA,,2023,8,15.524
USA,,2023,9,13.233
USA,,2023,10,13.24
USA,,2023,11,14.852
USA,,2023,12,20.208
VEN,,2018,1,15.591
VEN,,2018,2,16.405
VEN,,2018,3,18.382
VEN,,2018,4,22.566
VEN,,2018,5,18.528
VEN,,2018,6,15.617
VEN,,2018,7,5.378
VEN,,2018,8,14.015
VEN,,2018,9,11.02
VEN,,2018,10,5.526
VEN,,2018,11,9.496
VEN,,2018,12,10.988
VEN,,2019,1,18.349
VEN,,2019,2,19.007
VEN,,2019,3,19.789
VEN,,2019,4,17.775
VEN,,2019,5,17.413
VEN,,2019,6,12.53
VEN,,2019,7,13.503
VEN,,2019,8,5.289
VEN,,2019,9,8.652
VEN,,2019,10,9.664
VEN,,2019,11,15.765
VEN,,2019,12,18.867
VEN,,2020,1,14.047
VEN,,2020,2,22.093
VEN,,2020,3,17.582
VEN,,2020,4,20.701
VEN,,2020,5,13.827
VEN,,2020,6,10.503
VEN,,2020,7,8.483
VEN,,2020,8,6.001
VEN,,2020,9,10.675
VEN,,2020,10,10.579
VEN,,2020,11,11.308
VEN,,2020,12,12.556
VEN,,2021,1,19.279
VEN,,2021,2,19.81
VEN,,2021,3,19.99
VEN,,2021,4,12.927
VEN,,2021,5,16.193
VEN,,2021,6,12.627
VEN,,2021,7,10.121
VEN,,2021,8,12.862
VEN,,2021,9,9.395
VEN,,2021,10,10.147
VEN,,2021,11,12.622
VEN,,2021,12,15.817
VEN,,2022,1,19.693
VEN,,2022,2,17.632
VEN,,2022,3,21.472
VEN,,2022,4,16.905
VEN,,2022,5,14.061
VEN,,2022,6,8.285
VEN,,2022,7,10.375
VEN,,2022,8,5.947
VEN,,2022,9,9.834
VEN,,2022,10,8.315
VEN,,2022,11,9.688
VEN,,2022,12,11.711
VEN,,2023,1,15.906
VEN,,2023,2,17.438
VEN,,2023,3,18.417
VEN,,2023,4,16.23
VEN,,2023,5,17.394
VEN,,2023,6,13.116
VEN,,2023,7,11.16
VEN,,2023,8,11.296
VEN,,2023,9,10.436
VEN,,2023,10,12.182
VEN,,2023,11,9.456
VEN,,2023,12,18.332
VNM,,2018,1,17.163
VNM,,2018,2,20.471
VNM,,2018,3,21.043
VNM,,2018,4,16.274
VNM,,2018,5,18.94
VNM,,2018,6,14.001
VNM,,2018,7,8.497
VNM,,2018,8,13.429
VNM,,2018,9,9.327
VNM,,2018,10,12.1
VNM,,2018,11,15.273
VNM,,2018,12,13.961
VNM,,2019,1,17.147
VNM,,2019,2,19.188
VNM,,2019,3,19.771
VNM,,2019,4,20.83
VNM,,2019,5,12.498
VNM,,2019,6,12.309
VNM,,2019,7,10.983
VNM,,2019,8,10.435
VNM,,2019,9,9.284
VNM,,2019,10,11.624
VNM,,2019,11,5.53
VNM,,2019,12,15.416
VNM,,2020,1,14.968
VNM,,2020,2,19.055
VNM,,2020,3,17.468
VNM,,2020,4,21.592
VNM,,2020,5,17.09
VNM,,2020,6,11.341
VNM,,2020,7,11.09
VNM,,2020,8,9.86
VNM,,2020,9,8.795
VNM,,2020,10,9.662
VNM,,2020,11,9.268
VNM,,2020,12,13.982
VNM,,2021,1,18.126
VNM,,2021,2,17.212
VNM,,2021,3,16.464
VNM,,2021,4,17.37
VNM,,2021,5,16.833
VNM,,2021,6,14.539
VNM,,2021,7,14.709
VNM,,2021,8,11.2
VNM,,2021,9,11.512
VNM,,2021,10,4.544
VNM,,2021,11,15.149
VNM,,2021,12,10.023
VNM,,2022,1,16.43
VNM,,2022,2,19.973
VNM,,2022,3,15.705
VNM,,2022,4,17.444
VNM,,2022,5,15.642
VNM,,2022,6,14.249
VNM,,2022,7,15.749
VNM,,2022,8,11.671
VNM,,2022,9,10.379
VNM,,2022,10,8.452
VNM,,2022,11,10.546
VNM,,2022,12,10.919
VNM,,2023,1,17.45
VNM,,2023,2,23.331
VNM,,2023,3,20.872
VNM,,2023,4,19.337
VNM,,2023,5,21.699
VNM,,2023,6,12.108
VNM,,2023,7,11.209
VNM,,2023,8,5.569
VNM,,2023,9,6.5
VNM,,2023,10,9.69
VNM,,2023,11,10.058
VNM,,2023,12,13.778
ZAF,,2018,1,18.216
ZAF,,2018,2,18.975
ZAF,,2018,3,19.092
ZAF,,2018,4,25.999
ZAF,,2018,5,19.461
ZAF,,2018,6,16.475
ZAF,,2018,7,14.623
ZAF,,2018,8,17.284
ZAF,,2018,9,8.84
ZAF,,2018,10,12.71
ZAF,,2018,11,9.184
ZAF,,2018,12,15.19
ZAF,,2019,1,16.36
ZAF,,2019,2,16.69
ZAF,,2019,3,22.452
ZAF,,2019,4,16.912
ZAF,,2019,5,21.662
ZAF,,2019,6,18.258
ZAF,,2019,7,16.577
ZAF,,2019,8,12.831
ZAF,,2019,9,8.725
ZAF,,2019,10,10.905
ZAF,,2019,11,9.708
ZAF,,2019,12,15.444
ZAF,,2020,1,19.252
ZAF,,2020,2,21.636
ZAF,,2020,3,22.02
ZAF,,2020,4,19.463
ZAF,,2020,5,14.352
ZAF,,2020,6,20.602
ZAF,,2020,7,11.524
ZAF,,2020,8,14.888
ZAF,,2020,9,8.831
ZAF,,2020,10,10.905
ZAF,,2020,11,16.864
ZAF,,2020,12,17.752
ZAF,,2021,1,15.575
ZAF,,2021,2,16.921
ZAF,,2021,3,20.736
ZAF,,2021,4,20.731
ZAF,,2021,5,20.606
ZAF,,2021,6,15.178
ZAF,,2021,7,11.933
ZAF,,2021,8,12.38
ZAF,,2021,9,7.883
ZAF,,2021,10,7.981
ZAF,,2021,11,13.353
ZAF,,2021,12,11.081
ZAF,,2022,1,17.382
ZAF,,2022,2,16.741
ZAF,,2022,3,22.16
ZAF,,2022,4,16.673
ZAF,,2022,5,21.401
ZAF,,2022,6,11.329
ZAF,,2022,7,12.147
ZAF,,2022,8,7.378
ZAF,,2022,9,9.238
ZAF,,2022,10,13.655
ZAF,,2022,11,11.653
ZAF,,2022,12,12.518
ZAF,,2023,1,15.257
ZAF,,2023,2,19.147
ZAF,,2023,3,18.142
ZAF,,2023,4,21.676
ZAF,,2023,5,18.431
ZAF,,2023,6,20.219
ZAF,,2023,7,13.928
ZAF,,2023,8,11.126
ZAF,,2023,9,10.179
ZAF,,2023,10,12.801
ZAF,,2023,11,11.472
ZAF,,2023,12,12.864
ZMB,,2018,1,21.114
ZMB,,2018,2,21.676
ZMB,,2018,3,13.463
ZMB,,2018,4,15.807
ZMB,,2018,5,15.234
ZMB,,2018,6,15.83
ZMB,,2018,7,9.451
ZMB,,2018,8,4.46
ZMB,,2018,9,12.675
ZMB,,2018,10,8.363
ZMB,,2018,11,11.958
ZMB,,2018,12,9.456
ZMB,,2019,1,16.274
ZMB,,2019,2,22.019
ZMB,,2019,3,20.12
ZMB,,2019,4,18.521
ZMB,,2019,5,12.877
ZMB,,2019,6,17.346
ZMB,,2019,7,13.699
ZMB,,2019,8,5.251
ZMB,,2019,9,10.677
ZMB,,2019,10,16.374
ZMB,,2019,11,5.847
ZMB,,2019,12,12.374
ZMB,,2020,1,13.394
ZMB,,2020,2,19.364
ZMB,,2020,3,17.911
ZMB,,2020,4,17.867
ZMB,,2020,5,17.591
ZMB,,2020,6,15.171
ZMB,,2020,7,10.749
ZMB,,2020,8,7.741
ZMB,,2020,9,5.712
ZMB,,2020,10,8.406
ZMB,,2020,11,11.801
ZMB,,2020,12,10.469
ZMB,,2021,1,13.173
ZMB,,2021,2,18.68
ZMB,,2021,3,19.869
ZMB,,2021,4,14.887
ZMB,,2021,5,16.425
ZMB,,2021,6,12.928
ZMB,,2021,7,16.069
ZMB,,2021,8,9.098
ZMB,,2021,9,8.034
ZMB,,2021,10,10.838
ZMB,,2021,11,16.659
ZMB,,2021,12,10.842
ZMB,,2022,1,15.884
ZMB,,2022,2,17.549
ZMB,,2022,3,19.617
ZMB,,2022,4,14.002
ZMB,,2022,5,20.591
ZMB,,2022,6,16.118
ZMB,,2022,7,11.306
ZMB,,2022,8,7.047
ZMB,,2022,9,8.367
ZMB,,2022,10,10.381
ZMB,,2022,11,8.789
ZMB,,2022,12,10.199
ZMB,,2023,1,16.74
ZMB,,2023,2,13.8
ZMB,,2023,3,20.113
ZMB,,2023,4,18.916
ZMB,,2023,5,14.671
ZMB,,2023,6,17.011
ZMB,,2023,7,14.552
ZMB,,2023,8,6.831
ZMB,,2023,9,7.92
ZMB,,2023,10,8.85
ZMB,,2023,11,9.943
ZMB,,2023,12,18.258
ZWE,,2018,1,18.765
ZWE,,2018,2,19.699
ZWE,,2018,3,16.292
ZWE,,2018,4,17.158
ZWE,,2018,5,14.831
ZWE,,2018,6,15.336
ZWE,,2018,7,12.351
ZWE,,2018,8,5.519
ZWE,,2018,9,4.718
ZWE,,2018,10,5.387
ZWE,,2018,11,11.564
ZWE,,2018,12,15.269
ZWE,,2019,1,16.842
ZWE,,2019,2,23.209
ZWE,,2019,3,16.15
ZWE,,2019,4,20.874
ZWE,,2019,5,22.408
ZWE,,2019,6,15.838
ZWE,,2019,7,9.893
ZWE,,2019,8,4.945
ZWE,,2019,9,9.326
ZWE,,2019,10,13.077
ZWE,,2019,11,14.379
ZWE,,2019,12,16.57
ZWE,,2020,1,18.034
ZWE,,2020,2,13.602
ZWE,,2020,3,17.094
ZWE,,2020,4,22.132
ZWE,,2020,5,14.04
ZWE,,2020,6,12.119
ZWE,,2020,7,12.098
ZWE,,2020,8,8.657
ZWE,,2020,9,11.083
ZWE,,2020,10,13.885
ZWE,,2020,11,12.878
ZWE,,2020,12,15.083
ZWE,,2021,1,18.4
ZWE,,2021,2,15.833
ZWE,,2021,3,21.559
ZWE,,2021,4,15.022
ZWE,,2021,5,18.419
ZWE,,2021,6,14.895
ZWE,,2021,7,11.125
ZWE,,2021,8,9.454
ZWE,,2021,9,15.699
ZWE,,2021,10,10.931
ZWE,,2021,11,12.265
ZWE,,2021,12,15.898
ZWE,,2022,1,17.458
ZWE,,2022,2,19.336
ZWE,,2022,3,16.758
ZWE,,2022,4,15.051
ZWE,,2022,5,18.342
ZWE,,2022,6,13.953
ZWE,,2022,7,11.931
ZWE,,2022,8,11.853
ZWE,,2022,9,7.944
ZWE,,2022,10,10.396
ZWE,,2022,11,9.486
ZWE,,2022,12,11.944
ZWE,,2023,1,23.085
ZWE,,2023,2,15.819
ZWE,,2023,3,17.136
ZWE,,2023,4,21.93
ZWE,,2023,5,17.51
ZWE,,2023,6,14.729
ZWE,,2023,7,10.546
ZWE,,2023,8,9.428
ZWE,,2023,9,9.64
ZWE,,2023,10,10.863
ZWE,,2023,11,9.595
ZWE,,2023,12,9.296
